name, description, url
West Texas Detention Facility, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWest%20Texas%20Detention%20Facility
Torrance County Detention Facility, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ATorrance%20County%20Detention%20Facility
Strafford County House of Corrections, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AStrafford%20County%20House%20of%20Corrections
Mesa Verde Detention Facility, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMesa%20Verde%20Detention%20Facility
Kenosha County Detention Center, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AKenosha%20County%20Detention%20Center
Karnes County Residential Center, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AKarnes%20County%20Residential%20Center
Weber County Correctional Facility, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWeber%20County%20Correctional%20Facility
South Texas Detention Complex, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASouth%20Texas%20Detention%20Complex
Joe Corley Detention Facility, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AJoe%20Corley%20Detention%20Facility
Laredo Detention Center, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALaredo%20Detention%20Center
David L. Moss Criminal Justice Center, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADavid%20L.%20Moss%20Criminal%20Justice%20Center
IAH Secure Adult Detention Facility, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AIAH%20Secure%20Adult%20Detention%20Facility
Farmville Detention Center, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AFarmville%20Detention%20Center
Pike County Correctional Facility, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APike%20County%20Correctional%20Facility
Johnson County Detention Center, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AJohnson%20County%20Detention%20Center
York County Prison, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AYork%20County%20Prison
Cass County Jail Services, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACass%20County%20Jail%20Services
East Hidalgo Detention Center, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AEast%20Hidalgo%20Detention%20Center
Central Texas Detention Facility (GEO), ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACentral%20Texas%20Detention%20Facility%20
Sherburne County Jail Services, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASherburne%20County%20Jail%20Services
Virginia Peninsula Regional Jail, ICE detention center, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AVirginia%20Peninsula%20Regional%20JailCorrectional Alternative Placement Program, Idaho state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=Correctional%20Alternative%20Placement%20Program
North Idaho Correctional Institution, Idaho state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANorth%20Idaho%20Correctional%20Institution
Peoria Adult Transition Center, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APeoria%20Adult%20Transition%20Center
Menard Medium Security Unit, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMenard%20Medium%20Security%20Unit
DuQuoin Impact Incarceration Program, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADuQuoin%20Impact%20Incarceration%20Program
Clayton Work Camp, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AClayton%20Work%20Camp
Crossroads Adult Transition Center, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACrossroads%20Adult%20Transition%20Center
Fox Valley Adult Transition Center, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AFox%20Valley%20Adult%20Transition%20Center
Greene County Work Camp, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AGreene%20County%20Work%20Camp
East Moline Work Camps 1 and 2, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AEast%20Moline%20Work%20Camps%201%20and%202
Decatur Correctional Center, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADecatur%20Correctional%20Center
Southwestern Illinois Work Camp, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASouthwestern%20Illinois%20Work%20Camp
Southwestern Illinois Correctional Center, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASouthwestern%20Illinois%20Correctional%20Center
North Lawndale Adult Transition Center, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANorth%20Lawndale%20Adult%20Transition%20Center
Stateville Minimum Security Unit, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AStateville%20Minimum%20Security%20Unit
Pontiac Medium Security Unit, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APontiac%20Medium%20Security%20Unit
Pittsfield Work Camp, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APittsfield%20Work%20Camp
Northern Reception and Classification (NRC), Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANorthern%20Reception%20and%20Classification%20
Dixon Springs Impact Incarceration Program, Illinois state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADixon%20Springs%20Impact%20Incarceration%20Program
Schuyler Mine, inactive copper mine, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASchuyler%20Mine
Lavender Pit Mine, inactive copper mine, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALavender%20Pit%20Mine
Pahaquarry Mine, inactive copper mine, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APahaquarry%20Mine
Berkeley Pit Mine, inactive copper mine, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABerkeley%20Pit%20Mine
Reception Diagnostic Center, Indiana state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AReception%20Diagnostic%20Center
Indianapolis Re-Entry Educational Facility, Indiana state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AIndianapolis%20Re-Entry%20Educational%20Facility
South Bend Community Re-Entry, Indiana state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASouth%20Bend%20Community%20Re-Entry
Chain O'Lakes Correctional Facility, Indiana state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AChain%20O'Lakes%20Correctional%20Facility
Madison Correctional Facility, Indiana state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMadison%20Correctional%20Facility
Henryville Correctional Facility, Indiana state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHenryville%20Correctional%20Facility
Larned Correctional Mental Health Facility, Kansas state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALarned%20Correctional%20Mental%20Health%20Facility
Ellsworth Correctional Facility, Kansas state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AEllsworth%20Correctional%20Facility
Kansas Juvenile Correctional Complex, Kansas state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AKansas%20Juvenile%20Correctional%20Complex
Winfield Correctional Facility
, Kansas state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWinfield%20Correctional%20Facility%0A
Norton Correctional Facility, Kansas state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANorton%20Correctional%20Facility
Larned Juvenile Correctional Facility, Kansas state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALarned%20Juvenile%20Correctional%20Facility
Ross-Cash Center, Kentucky state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARoss-Cash%20CenterBell County Forestry Camp, Kentucky state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=Bell%20County%20Forestry%20Camp
W. A. Parish Power Station, coal power station, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AW.%20A.%20Parish%20Power%20Station
Bath County PSP
, hydroelectric power station, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABath%20County%20PSP%0A
Charleston Correctional Facility, Maine state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACharleston%20Correctional%20Facility
Downeast Correctional Facility, Maine state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADowneast%20Correctional%20FacilityBolduc Correctional Facility, Maine state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=Bolduc%20Correctional%20Facility
Maine Correctional Center, Maine state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMaine%20Correctional%20Center
Southern Maine Re-Entry Center
, Maine state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASouthern%20Maine%20Re-Entry%20Center%0ABaltimore City Correctional Center, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=Baltimore%20City%20Correctional%20Center
Metropolitan Transition Center - Baltimore, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMetropolitan%20Transition%20Center%20-%20Baltimore
Roxbury Correctional Institution - Hagerstown, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARoxbury%20Correctional%20Institution%20-%20Hagerstown
Brockbridge Correctional Facility - Jessup, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABrockbridge%20Correctional%20Facility%20-%20Jessup
Patuxent Institution - Jessup, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APatuxent%20Institution%20-%20Jessup
Eastern Pre-Release Unit - Princess Anne, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AEastern%20Pre-Release%20Unit%20-%20Princess%20Anne
Maryland Correctional Training Center - Hagerstown, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMaryland%20Correctional%20Training%20Center%20-%20Hagerstown
Eastern Correctional Institution - Princess Anne, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AEastern%20Correctional%20Institution%20-%20Princess%20Anne
Jessup Correctional Institution - Jessup, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AJessup%20Correctional%20Institution%20-%20Jessup
Southern Maryland Pre-Release Unit, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASouthern%20Maryland%20Pre-Release%20Unit
North Branch Correctional Institution - Cumberland, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANorth%20Branch%20Correctional%20Institution%20-%20Cumberland
Poplar Hill Pre-Release Unit, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APoplar%20Hill%20Pre-Release%20Unit
Maryland Correctional Institution for Women - Jessup, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMaryland%20Correctional%20Institution%20for%20Women%20-%20Jessup
Western Correctional Institution - Cumberland
, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWestern%20Correctional%20Institution%20-%20Cumberland%0A
Baltimore Pre-Release Unit, Maryland state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABaltimore%20Pre-Release%20Unit
Massachusetts Alcohol and Substance Abuse Center, Massachusetts state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMassachusetts%20Alcohol%20and%20Substance%20Abuse%20Center
Togo Juvenile, Minnesota state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ATogo%20Juvenile
Red Wing Adults, Minnesota state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARed%20Wing%20Adults
Winston-Choctaw County/Regional Correctional Facility
, Mississippi state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWinston-Choctaw%20County%2FRegional%20Correctional%20Facility%0A
Jefferson-Franklin County/Regional Correctional Facility, Mississippi state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AJefferson-Franklin%20County%2FRegional%20Correctional%20Facility
Carroll-Montgomery County/Regional Correctional Facility, Mississippi state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACarroll-Montgomery%20County%2FRegional%20Correctional%20Facility
Stone County Correctional Facility, Mississippi state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AStone%20County%20Correctional%20Facility
George-Greene County/Regional Correctional Facility, Mississippi state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AGeorge-Greene%20County%2FRegional%20Correctional%20Facility
Kemper-Neshoba County/Regional Correctional Facility, Mississippi state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AKemper-Neshoba%20County%2FRegional%20Correctional%20Facility
Bolivar County Correctional Facility, Mississippi state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ABolivar%20County%20Correctional%20Facility
Holmes-Humphreys County/Regional Correctional Facility, Mississippi state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHolmes-Humphreys%20County%2FRegional%20Correctional%20Facility
Issaquena County Correctional Facility, Mississippi state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AIssaquena%20County%20Correctional%20Facility
Leake County Correctional Facility, Mississippi state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALeake%20County%20Correctional%20Facility
Marion-Walthall County/Regional Correctional Facility, Mississippi state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMarion-Walthall%20County%2FRegional%20Correctional%20Facility Diagnostic and Correctional Center, Missouri state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%20Diagnostic%20and%20Correctional%20Center Diagnostic and Correctional Center, Missouri state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%20Diagnostic%20and%20Correctional%20Center
Ozark Correctional Center, Missouri state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AOzark%20Correctional%20Center
Western Reception, Missouri state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWestern%20Reception Diagnostic and Correctional Center
, Missouri state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%20Diagnostic%20and%20Correctional%20Center%0A
Cremer Therapeutic Community Center, Missouri state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACremer%20Therapeutic%20Community%20Center
Dawson County Correctional Facility, Montana state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADawson%20County%20Correctional%20Facility
Cascade County Regional Prison, Montana state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACascade%20County%20Regional%20Prison
Newberry National Monument, National Monument, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANewberry%20National%20MonumentCommunity Corrections Center - Lincoln, Nebraska state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=Community%20Corrections%20Center%20-%20Lincoln
Omaha Correctional Center, Nebraska state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AOmaha%20Correctional%20Center
Work Ethic Camp
, Nebraska state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWork%20Ethic%20Camp%0A
Community Corrections Center - Omaha, Nebraska state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACommunity%20Corrections%20Center%20-%20Omaha
Nebraska Correctional Youth Facility, Nebraska state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANebraska%20Correctional%20Youth%20Facility
Warm Springs Correctional Center
, Nevada state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWarm%20Springs%20Correctional%20Center%0A
Northern Nevada Restitution Center, Nevada state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANorthern%20Nevada%20Restitution%20CenterNortheastern New Mexico Detention Facility, New Mexico state private prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=Northeastern%20New%20Mexico%20Detention%20Facility
Western New Mexico Correctional Facility[
, New Mexico state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWestern%20New%20Mexico%20Correctional%20Facility%5B%0A
Springer Correctional Facility, New Mexico state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASpringer%20Correctional%20Facility
Southern New Mexico Correctional Facility, New Mexico state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASouthern%20New%20Mexico%20Correctional%20Facility
Roswell Correctional Center, New Mexico state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARoswell%20Correctional%20Center
Western New Mexico Correctional Facility[
, New Mexico state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWestern%20New%20Mexico%20Correctional%20Facility%5B%0A
Southern New Mexico Correctional Facility, New Mexico state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASouthern%20New%20Mexico%20Correctional%20Facility
Roswell Correctional Center, New Mexico state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARoswell%20Correctional%20Center
Springer Correctional Facility, New Mexico state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASpringer%20Correctional%20Facility
Watertown Correctional Facility, New York state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWatertown%20Correctional%20Facility
Cape Vincent Correctional Facility, New York state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACape%20Vincent%20Correctional%20Facility
Edgecombe Correctional Facility, New York state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AEdgecombe%20Correctional%20Facility
Hudson Correctional Facility, New York state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHudson%20Correctional%20Facility
Ulster Correctional Facility, New York state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AUlster%20Correctional%20Facility
Hale Creek Correctional Facility, New York state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHale%20Creek%20Correctional%20Facility
Rochester Correctional Facility, New York state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARochester%20Correctional%20Facility
Queensboro Correctional Facility, New York state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AQueensboro%20Correctional%20Facility
Mountain View Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMountain%20View%20Correctional%20Institution
Avery Mitchell Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AAvery%20Mitchell%20Correctional%20Institution
Harnett Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHarnett%20Correctional%20Institution
Gaston Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AGaston%20Correctional%20Center
Caswell Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACaswell%20Correctional%20Center
Rutherford Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARutherford%20Correctional%20Center
Johnston Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AJohnston%20Correctional%20Institution
Wilkes Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AWilkes%20Correctional%20Center
Nash Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANash%20Correctional%20Institution
Forsyth Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AForsyth%20Correctional%20Center
Catawba Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACatawba%20Correctional%20Center
Craggy Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACraggy%20Correctional%20Center
Davidson Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADavidson%20Correctional%20Center
Tabor Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ATabor%20Correctional%20Institution
Lumberton Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ALumberton%20Correctional%20Institution
Sanford Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASanford%20Correctional%20Center
Orange Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AOrange%20Correctional%20Center
Franklin Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AFranklin%20Correctional%20Center
Morrison Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMorrison%20Correctional%20Institution
Southern Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASouthern%20Correctional%20Institution
Pender Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APender%20Correctional%20Center
New Hanover Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANew%20Hanover%20Correctional%20Center
Hoke Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHoke%20Correctional%20Institution
Piedmont Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APiedmont%20Correctional%20Institution
Swannanoa Correctional Center for Women, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASwannanoa%20Correctional%20Center%20for%20Women
Greene Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AGreene%20Correctional%20Institution
Sampson Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ASampson%20Correctional%20Institution
Carteret Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACarteret%20Correctional%20Center
Pamlico Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APamlico%20Correctional%20Institution
Hyde Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHyde%20Correctional%20Institution
Tyrrell Prison Work Farm, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ATyrrell%20Prison%20Work%20Farm
Foothills Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AFoothills%20Correctional%20Institution
Caledonia Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACaledonia%20Correctional%20Institution
Randolph Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ARandolph%20Correctional%20Center
Caldwell Correctional Center, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACaldwell%20Correctional%20Center
Craven Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ACraven%20Correctional%20Institution
Odom Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AOdom%20Correctional%20Institution
Pasquotank Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0APasquotank%20Correctional%20Institution
Maury Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMaury%20Correctional%20Institution
Albemarle Correctional Institution, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AAlbemarle%20Correctional%20Institution
Dan River Prison Work Farm, North Carolina state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADan%20River%20Prison%20Work%20Farm
Dakota Women's Correctional and Rehabilitation Center
, North Dakota state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADakota%20Women's%20Correctional%20and%20Rehabilitation%20Center%0A
Missouri River Correctional Center, North Dakota state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AMissouri%20River%20Correctional%20Center
, nuclear power plant, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0A
Northeast Pre-Release Center, Ohio state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANortheast%20Pre-Release%20Center
Northeast Oklahoma Correctional Center, Oklahoma state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ANortheast%20Oklahoma%20Correctional%20Center
Jess Dunn Correctional Center, Oklahoma state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AJess%20Dunn%20Correctional%20Center
Dr. Eddie Warrior Correctional Center, Oklahoma state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0ADr.%20Eddie%20Warrior%20Correctional%20Center
Jackie Brannon Correctional Center, Oklahoma state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AJackie%20Brannon%20Correctional%20Center
Jim E. Hamilton Correctional Center, Oklahoma state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AJim%20E.%20Hamilton%20Correctional%20Center
Howard McLeod Correctional Center, Oklahoma state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AHoward%20McLeod%20Correctional%20Center
Kate Barnard Community Corrections Center, Oklahoma state prison, https://en.wikipedia.org/w/api.php?action=opensearch&format=json&search=&search=%0AKate%20Barnard%20Community%20Corrections%20Center
